ageGroup,region,relation,claimType,conditionGrouping,gender,planClassKey,industryKey,operatorTypeKey,currYearClaimCount,currYearTotalClaimCostAmount,prevYearClaimCount,prevYearTotalClaimCostAmount
36-45,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,353,44881.87,416,41785.98
61-65,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,8,4961.96,0,0
66-70,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,13,5418.62,0,0
66-70,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,3,0,5,370
0-18,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,6,4701,0,0
56-60,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,5,2525.02,4,7773.74
26-35,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_PREGNANCY,F,null,null,null,1,600,0,0
19-25,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,4,2856.92,1,208
19-25,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,6,4542.7,2,1300
66-70,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,3,13647,0,0
56-60,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,24,5255.06,7,1020.3
26-35,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,23,1980,16,2487.57
56-60,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,3,1356,1,1076
56-60,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,0,0,1,186.75
36-45,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,9,3724,1,619
36-45,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,3,3468,0,0
36-45,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,6,3532,19,11713.81
19-25,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,0,0,1,0
56-60,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,8,9504.74,0,0
56-60,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,106,11194.38,63,6508.79
36-45,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,M,null,null,null,9,28669,16,25020
46-55,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,12,26356,9,9621
61-65,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,43,22141.84,80,60078.99
19-25,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,0,0,3,2101.8
26-35,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,0,0,3,632.24
0-18,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,1,100,4,626
0-18,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,316,40616.52,167,20797.8
56-60,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,14,1697.58,4,450.98
56-60,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,29,4053.69,20,2649.64
36-45,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,11,5774.39,15,9908.99
46-55,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,3,950.4,4,5069
61-65,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,3,719,0,0
36-45,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,4,4460,2,3660
19-25,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,0,0,3,1795
46-55,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,10,1758.17,0,0
46-55,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,22,34330.3,9,38447.1
66-70,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,0,0,2,4638.5
19-25,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,4,2375,0,0
56-60,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,10,8788.27,1,150
19-25,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,33,2470.3,11,378.28
66-70,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,3,584,8,779.18
76+,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,0,0,11,2025.77
26-35,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_PREGNANCY,F,null,null,null,1,150,2,800
71-75,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,7,1323.5,0,0
71-75,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,16,11632.62,0,0
66-70,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,1,0,4,204
0-18,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,4,226.75,3,1593.49
19-25,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,140,15238.75,155,17903.99
26-35,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,17,2171.55,26,5836.31
26-35,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,43,8262.9,36,5940.91
36-45,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,2,2347.45,1,483
61-65,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,40,24615.46,55,33953.1
19-25,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,6,2228,1,952.5
19-25,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,3,531.55,3,203
76+,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,12,6672.71,0,0
26-35,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,21,13626.48,13,7803.5
56-60,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,4,1270,2,1112
61-65,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,5,4224,11,8461.84
56-60,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,1,791.93,0,0
26-35,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,488,50524.83,390,39784.27
56-60,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,10,9787.24,0,0
36-45,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,7,1551,2,287
46-55,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,37,8429.33,13,2130.25
61-65,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,4,2875.21,4,7333.9
66-70,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,2,989.5,0,0
46-55,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,170,15931.29,133,12960.7
26-35,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,150,12259.81,169,13281.9
76+,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,35,3986.84,20,2163.6
26-35,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,3,467.5,4,2421
76+,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,18,1502.95,26,3070.25
61-65,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,20,2639.78,24,2902.3
56-60,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,97,26045.09,58,13183.79
66-70,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,2,333.75,9,730
66-70,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,0,0,3,923
66-70,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,0,0,2,1381
26-35,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,151,11922.28,126,9448.68
56-60,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,0,0,1,736
0-18,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,15,1932,7,1491.11
61-65,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,1,350,4,972
61-65,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,3,2145,8,4555.75
71-75,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,3,1480.41,0,0
0-18,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,24,10502.9,14,8080.98
46-55,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,3,3659.63,5,2956.7
19-25,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,21,2229.47,7,955.3
66-70,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,0,0,6,1134.74
46-55,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,13,3230.38,17,3588.91
46-55,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,M,null,null,null,0,0,30,1955
46-55,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_PREGNANCY,M,null,null,null,0,0,3,725
0-18,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,3,3100,1,200
76+,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,13,44440.28,14,26708
26-35,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,6,1107,3,1120.93
36-45,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,8,7643,4,1863.21
66-70,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,16,556,22,2386.78
36-45,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,170,25733.38,157,21715.14
56-60,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,20,45815.1,70,73494.91
36-45,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,M,null,null,null,232,27558.56,223,26532.5
61-65,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,1,100,0,0
26-35,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,35,5368.13,22,3772.47
26-35,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_PREGNANCY,F,null,null,null,5,1542.73,2,381.87
19-25,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,5,606.25,13,956.2
61-65,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,1,1869.5,0,0
0-18,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,426,82987.33,348,59415.24
36-45,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,245,103992.64,136,78145.74
26-35,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,13,1215,13,1905.84
36-45,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,172,35633.64,103,22353.73
19-25,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,22,10210.5,0,0
76+,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,9,3929,46,63112.72
26-35,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,1,343,0,0
76+,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,0,0,1,1816
76+,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,0,0,1,1560.14
19-25,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,2,220,2,325
56-60,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,14,13146.9,7,6456.54
26-35,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,2,1818,0,0
66-70,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,1,289,0,0
36-45,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,24,2176.68,1,36.8
0-18,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,22,5414.54,10,1436.21
46-55,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,11,8659.83,21,7174.14
61-65,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,12,7100.5,3,2101
56-60,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,2,1449,2,1546
26-35,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,352,31405.27,299,26617.71
56-60,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,0,0,1,90
19-25,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,10,5909,4,1851
36-45,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,66,37429.08,36,29657.5
56-60,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,54,3775.07,20,2218.21
46-55,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,23,4869.25,5,1111.45
36-45,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,2,2502.98,1,300
71-75,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,52,26846.26,20,3424.44
56-60,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,18,4333.52,5,900
61-65,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,0,0,1,140
61-65,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,16,7232,10,6837
71-75,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,2,130,0,0
0-18,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,9,1569.38,2,444
76+,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,0,0,3,2874
19-25,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,9,977,16,1390.9
61-65,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,4,6416,0,0
61-65,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,2,1846,0,0
76+,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,74,8927.5,50,5505.43
61-65,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_PREGNANCY,F,null,null,null,4,610.83,1,482
71-75,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,1,0,0,0
71-75,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,1,291,1,84.48
76+,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,19,3372.69,6,586.28
